col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,movie_facebook_likes,movie_title_word_nums,movie_title_avg_length,plot_keywords_word_nums,plot_keywords_avg_length,Game-Show,Documentary,Sport,History,Short,Crime,Mystery,Action,Reality-TV,Drama,Comedy,Musical,Film-Noir,Thriller,Adventure,War,News,Animation,Western,Romance,Family,Sci-Fi,Music,Horror,Biography,Fantasy,color_ Black and White,color_Color,color_Other,language_English,language_French,language_Other,country_Australia,country_Canada,country_China,country_France,country_Germany,country_India,country_Italy,country_Other,country_Spain,country_UK,country_USA,content_rating_G,content_rating_Not Rated,content_rating_Other,content_rating_PG,content_rating_PG-13,content_rating_R,aspect_ratio_1.33,aspect_ratio_1.37,aspect_ratio_1.78,aspect_ratio_1.85,aspect_ratio_2.35,aspect_ratio_Other
0,0,1,0,1,2,1,0,23.15109840296154,28.58320271663393,-5.681413432040323,19.81748371209885,19.104591904813176,964.544884354138,44.196628669883324,29.59652379796751,-7.132390528472842,17.771749773753132,604.1935873720009,1.1229958642644076e+153,17.51447368385126,13.936588962186711,6,6.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,1,0,3,0,19.605360834069728,27.311513342423236,-5.681413432040323,15.885157338253375,19.745585029856983,834.9227836132968,40.71304584073807,30.94304695654351,-7.132390528472842,16.78159470402961,576.2883178941837,8.89739224429296e+152,21.310819572389256,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,4,0,0,0,0,19.055737269332692,20.85662747459269,8.926424067152878,12.44975887858061,9.317638896582752,794.4460605299334,43.24073208019172,16.678470504996064,0.0,14.354931830581986,569.6294785765733,9.32236463643137e+152,10.20996073743555,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,1,2,0,1,17.279832886530812,25.602254147026404,9.697057998887116,16.351814866428317,22.738284695840235,1035.7963265609628,47.093178497383356,34.31734618420844,0.7107036220284579,15.782839965643715,587.6214273134163,8.89739224429296e+152,18.38766783627814,9.346304277579712,7,7.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,2,1,0,1,19.878817689170756,25.504594790492757,9.697057998887116,16.351814866428317,22.738284695840235,661.7167588839689,38.60679182253368,33.89437082747271,0.0,12.464272315846202,580.6108799969122,1.0473607417455784e+153,14.995271276545825,12.129331514637144,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,1,0,1,2,0,23.903427338654616,24.812338013753166,-5.681413432040323,15.051097459346707,19.104591904813176,930.0629689612715,47.52948270903161,28.47359045448493,-7.132390528472842,17.05829999839076,587.6214273134163,1.0473607417455784e+153,16.434405353069984,13.274255502093883,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0,2,0,0,1,16.018987935907393,25.504594790492757,5.8512711836991365,10.106879154247812,20.468809094461797,755.8059345113255,37.209423709046966,29.118586603405873,1.4577109125009917,10.970145550220252,587.6214273134163,9.32236463643137e+152,8.580979883555026,-8.998690238042157,6,6.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0,0,0,0,0,1,1,23.53262657830564,27.679683914291004,-5.681413432040323,35.56559495347345,21.085381805432004,1157.991870737148,53.06205825274476,38.91456634651893,1.1431511139442427,15.548220685790463,584.1455414135736,1.0232748645786954e+153,24.826466412386118,13.32761505255836,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,1,3,19.844994541340974,24.104171400072577,7.997354832040886,16.351814866428317,22.738284695840235,880.9690409690935,44.17575715797105,35.12741613772711,1.4577109125009917,11.26769290756394,604.1935873720009,9.997313208433525e+152,21.739101001519668,12.368377130307271,7,7.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1,1,0,1,19.895691613478707,20.85662747459269,7.419479684644115,14.874366758474082,17.73220203959285,808.6114160577443,41.56349234376272,25.547916857924072,0.0,10.247119299710796,587.6214273134163,1.0232748645786954e+153,12.130365250584266,11.8999450985117,4,4.0,5,5.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,2,1,0,0,19.39581561674625,26.845565877556172,-5.681413432040323,15.19420650800299,15.546718247424444,895.4522158124541,43.80056039696577,23.78396022067396,-7.132390528472842,12.856150230630801,604.1935873720009,1.0720011664067163e+153,12.657182035326256,12.512778080586967,8,8.0,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,2,1,0,1,22.15872915727268,25.796676918247137,9.272249743581787,16.178150415975754,19.104591904813176,902.3822217649531,45.84165527756164,30.599557585836653,-7.132390528472842,14.303132752131212,591.0407892284614,1.0232748645786954e+153,21.310819572389256,12.323977242829729,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,1,1,1,1,17.905835998841685,26.08611375054189,-5.681413432040323,14.992810248393846,10.88844086428617,693.7890071789014,39.745136010621955,18.69247795679689,-7.132390528472842,11.633937702314087,569.6294785765733,9.767181596226106e+152,12.36273832193625,10.835319173706617,2,2.0,5,5.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,1,1,1,0,0,20.83441276995005,28.849763408308007,-5.681413432040323,15.19420650800299,15.546718247424444,898.7193015058025,46.42593117961904,23.78396022067396,1.9122483866250761,13.425172763388801,587.6214273134163,1.0473607417455784e+153,12.657182035326256,12.823767844318521,6,6.0,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,2,0,1,1,15.846002792967832,21.649027832666373,6.7073320780749155,16.351814866428317,19.329763164319157,617.0722718224969,37.16633942396502,29.504990599629558,0.7107036220284579,12.255021326574159,553.9994174104755,9.107452934626927e+152,19.124972526857555,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,1,0,1,0,0,1,0,19.81107037044368,30.153650435853248,-5.681413432040323,7.535916248404973,16.102696420563483,855.8781284562843,42.87087774670975,22.462716045253146,-7.132390528472842,17.18713115608316,574.8271292729014,8.692075404612098e+152,12.486702813470341,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,1,2,17.322783836606025,29.550999977751342,-5.681413432040323,15.311660164498772,21.49569136212993,1176.5389323655554,50.88749370162491,33.80920951816973,-7.132390528472842,17.045548579788782,569.6294785765733,7.208202005926841e+152,22.852834034632398,11.361515487719604,1,1.0,5,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,1,0,0,1,1,0,0,20.942782495155267,25.209789544431626,6.134469003388609,30.991925442320007,20.299471808885205,1024.4851509380885,41.69482517274947,36.504180146031196,-7.132390528472842,13.670842985348212,604.1935873720009,1.1229958642644076e+153,24.327163051539497,12.64269694558901,4,4.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,2,1,1,0,0,18.572546415590555,23.58793094565497,9.57157692943419,14.300559081602275,18.86595211489183,604.2761615715868,39.40409877647362,30.165438875554454,-7.132390528472842,12.641323236087322,576.2883178941837,1.0232748645786954e+153,21.310819572389256,12.019746749933198,1,1.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,2,2,0,0,22.771330046774473,22.849575234553097,8.759308376566427,16.351814866428317,14.057126830649418,1173.189490140308,45.18468513715929,23.361642818686803,-7.132390528472842,14.487335164492348,527.952079932136,1.0972086214296199e+153,14.995271276545825,13.583438213771572,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,2,0,1,1,0,24.109063713596395,24.812338013753166,-5.681413432040323,12.44975887858061,10.866715006188256,942.1407990563386,47.09301060147431,16.71064828781617,-7.132390528472842,15.02957409991879,569.6294785765733,1.0232748645786954e+153,11.061055812762962,12.776829141600306,1,1.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,3,0,0,0,1,1,0,16.996083129234158,24.001637093574594,-5.681413432040323,23.858881816604203,20.788290742018354,999.2340115365449,45.04122539940304,33.510175488229244,0.0,14.523256511639756,569.6294785765733,8.491397570324431e+152,21.739101001519668,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,3,1,22.283649495180896,29.637703451180844,11.021830760054765,22.105862066231214,20.299471808885205,1025.782907131114,47.672141247827696,31.039903829468106,1.1431511139442427,14.191691109962864,569.6294785765733,1.0473607417455784e+153,17.51447368385126,12.996260572174863,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,1,0,2,19.895691613478707,21.08544238876808,18.26219215300909,30.991925442320007,22.738284695840235,967.8403587048888,42.62003402325809,38.16424435104333,-7.132390528472842,12.575858609904351,569.6294785765733,9.767181596226106e+152,25.71590232507996,11.262019070124149,3,3.0,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,1,0,0,2,17.722012464212405,20.625800588971604,9.05741682356411,13.835081946630778,20.12296374748865,873.8428154950536,44.45607400313154,28.837258478430076,-7.132390528472842,15.94630130189057,577.015046910926,8.89739224429296e+152,12.101138747226154,-8.998690238042157,4,4.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,2,1,1,1,0,0,18.55352351848659,20.625800588971604,4.574021900270253,15.120246941955081,18.340402078197503,908.7303386950607,40.53909405235596,26.520478308293416,-7.132390528472842,9.550704399143143,569.6294785765733,1.0473607417455784e+153,11.99311880644574,12.019746749933198,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1,0,0,1,18.361408780845732,25.504594790492757,-5.681413432040323,13.08590214369349,10.896544300936236,1020.760462849967,43.05270808370139,18.65666535647872,-7.132390528472842,14.882399534780802,569.6294785765733,9.542236876024174e+152,11.149251568876123,-8.998690238042157,5,5.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,2,1,0,1,0,1,18.591535633933137,26.939277040699228,-5.681413432040323,15.388626091725753,11.104356873491763,885.5326355246424,40.777756227766076,19.629854870702705,0.7107036220284579,13.305820055172047,577.015046910926,1.0720011664067163e+153,12.606554583032816,12.323977242829729,4,4.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,1,1,0,1,1,21.080681416679347,23.48359231579028,-5.681413432040323,30.991925442320007,23.116614571980374,874.4254635328832,38.344301681940614,37.48517187968485,1.4577109125009917,11.431665452610446,580.6108799969122,1.0473607417455784e+153,23.17955885085565,12.411303447841336,5,5.0,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,3,0,0,1,20.61464919825437,24.712172141602807,9.272249743581787,15.480701669980006,19.104591904813176,838.2533579983196,43.00296799821788,30.632654898447154,-7.132390528472842,13.819375813769854,569.6294785765733,1.0720011664067163e+153,21.310819572389256,11.930959329439085,4,4.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,1,1,0,1,0,0,0,20.195238547360635,22.95621742373127,8.753533861449188,16.351814866428317,18.340402078197503,799.4145782257426,41.4464738841383,29.882337971322343,-7.132390528472842,12.250240884214415,545.699058292829,9.767181596226106e+152,21.310819572389256,11.539822768508893,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,1,0,1,0,0,1,0,17.084251049366657,20.85662747459269,9.377549252883458,15.21113646917896,11.168698731653652,824.3999713236643,34.49267548439818,20.17605136553426,-7.132390528472842,9.729205627613137,569.6294785765733,9.997313208433525e+152,12.486702813470341,10.184872867533347,2,2.0,5,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,2,0,0,0,1,2,0,19.639907360195103,22.742533280074767,8.044698717255491,11.76126487780517,19.329763164319157,714.6226881876172,40.15068061306483,27.553146406519712,0.7107036220284579,11.656370151121747,569.6294785765733,9.997313208433525e+152,9.912595603010699,11.262019070124149,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,2,0,0,2,0,0,19.929364626130774,20.509614980232534,6.649292343342824,14.892295659230145,19.104591904813176,1030.0860166879845,47.469890779803684,28.030251267090588,1.1431511139442427,12.56263428137101,569.6294785765733,9.767181596226106e+152,12.744124033715552,11.539822768508893,3,3.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,1,0,1,19.39581561674625,22.201156743261397,8.776549355958831,16.296047386818536,20.631573785328147,729.6452784574225,42.07479895673767,30.35753924858055,-7.132390528472842,13.506360244775209,569.6294785765733,9.542236876024174e+152,16.434405353069984,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,2,0,1,0,19.4310138119983,24.5108535523396,-5.681413432040323,32.94191366689356,21.085381805432004,980.836143252402,41.854103839090115,38.082646174346316,-7.132390528472842,12.211783124019794,561.9662415757351,1.0972086214296199e+153,25.287403520027965,12.982725111058594,2,2.0,5,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,2,0,0,0,1,22.903551682981156,22.742533280074767,8.926424067152878,16.351814866428317,19.543000368586974,837.6549508472144,46.088999146513,31.464060472520313,-7.132390528472842,13.5791231113505,561.9662415757351,1.0473607417455784e+153,21.739101001519668,13.38891294036809,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,2,1,0,2,0,0,0,21.292085804734345,25.406632897599835,-5.681413432040323,36.023969612853946,22.10384657132581,873.364629318979,46.95944075654105,39.257653396615915,2.0885606804444135,12.645649210458256,569.6294785765733,1.0720011664067163e+153,25.06132435375788,12.808308717654484,5,5.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,3,0,0,0,1,0,22.03254856847641,23.691900691900642,18.50820550862028,16.009025929518437,19.938598887742515,867.7735690390579,44.71652196099269,28.74844913575243,-7.132390528472842,14.143889251931666,561.9662415757351,1.0473607417455784e+153,12.685353940543699,12.95522623841721,4,4.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,2,0,0,0,0,1,1,17.804115250087364,21.760346512490646,-5.681413432040323,8.980529152966026,11.116845477311582,604.2726842256357,34.83161690183853,16.130832027128655,0.0,8.873074592776723,565.8341032361051,1.0473607417455784e+153,11.031132096740414,11.154054236264844,4,4.0,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
